what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1324396142757
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1324396142757
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1324396142758
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1324396142758
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1324396142759
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1324396142759
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1324396142760
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1324396142761
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1324396142761
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1324396142761
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1324396142762
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1324396142763
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1324396142763
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1324396142763
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1324396142763
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1324396142763
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1324396142764
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1324396142764
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1324396142765
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1324396142765
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1324396142766
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1324396142767
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1324396142769
os,sysinfo,,,"linux",1324396142775
arch,sysinfo,,,"x86_64",1324396142775
ws,sysinfo,,,"gtk",1324396142775
locale,sysinfo,,,"en_US",1324396142775
processors,sysinfo,,,"4",1324396142775
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1324396142775
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1324396142775
java.specification.name,sysinfo,,,"Java Platform API Specification",1324396142775
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324396142775
java.specification.version,sysinfo,,,"1.6",1324396142775
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1324396142775
java.version,sysinfo,,,"1.6.0_26",1324396142775
java.vm.info,sysinfo,,,"mixed mode",1324396142775
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1324396142775
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1324396142775
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324396142775
java.vm.specification.version,sysinfo,,,"1.0",1324396142775
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1324396142775
java.vm.version,sysinfo,,,"20.1-b02",1324396142775
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1324396144220
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1324396144235
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1324396144247
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1324396184399
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1324396184415
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1324396184425
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1324396184446
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1324396184457
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1324396184468
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1324396184475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396185249
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1324396185307
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1324396185316
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1324396233793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396233818
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201109151620,"org.eclipse.cdt.managedbuilder.ui",1324396240693
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1324396240846
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1324396240864
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201109151620,"org.eclipse.cdt.build.crossgcc",1324396240896
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui",1324396240972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396241087
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1324396260345
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1324396260435
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201109151620,"org.eclipse.cdt.msw.build",1324396260457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396261519
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1324396264710
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1324396264715
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1324396267895
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1324396267957
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1324396267971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396272918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396273525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396274509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396299206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396302761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1324396312909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396312928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396322663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396344928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396348006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396350312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396352027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396359215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396372180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396642267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396643924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396646007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396647342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396771817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324396791191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397142937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397145539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397399177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397401573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397771857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324397776529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398335506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398341253
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1324398353355
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1324398353507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398353670
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1324398353865
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1324398373579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398408049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398429969
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1324398474373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398474480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398479961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398483656
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1324398503515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398509701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398528416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398531934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398546683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398562185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398569095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398576749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398579368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398586486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398592434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1324398612674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1324398615191
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.format",1324398617129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398638332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1324398651883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1324398652109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398737868
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1324398770448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398778232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398791715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398810403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1324398827068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398829515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398831153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398833847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398856797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398864717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398867067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324398869228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324398874028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400611753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1324400620472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400622686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400642314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400658425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400661927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324400757825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1324400791120
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.format",1324400794179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1324400802824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1324400875788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400971610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324400982087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401022770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401036233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401039199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401046311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401081814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401084401
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401093319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401101538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401106274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401126619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401143145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1324401212923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1324401215629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401229694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401232073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401266535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1324401283240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1324401293627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1324401298522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1324401299712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401321871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401348346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401369054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401383911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324401393743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1324401414923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401476267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401481820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401485156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401487684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401490998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401497288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401503335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1324401507172
